image_id,type,brightness,contrast,faces_haar,faces_lbp,faces_hog,coins_hough,coins_watershed,coins_contours,total_contour_area,count
e73b0b33ae5e9e0ebf853e202659ddceebc72ac2,coins,224.6,39.62,0,0,0,44,11,1,26787.0,1
a9885fa475194cb20e9cf25fb7b6f0635986cdd5,coins,175.99,58.71,0,0,0,105,12,1,48871.0,1
030229bc986fd9cbe7691345b5771a112894d91a,coins,119.12,53.01,0,0,0,124,4,0,0.0,4
2837091e3be482733c2326911a07a1b12887089f,faces,93.2,47.53,2,2,2,352,4,14,5644.5,3
c80542b21b8ac6df99aa9896abd04bc836aa7f81,faces,132.74,67.97,4,3,3,424,2,28,15212.0,4
0429e1cb6bf35410b254cca27e8f379a08f57106,faces,157.51,59.55,2,1,3,403,4,27,7862.0,4
db404e3f7d223d85492032b8a4167451cd3929cd,faces,192.99,51.98,7,5,4,225,10,38,39776.5,6
aecaf6cefc77b9d64069b2ba558f8c486a1fc955,faces,131.14,68.46,0,0,2,348,3,18,86562.5,2
381df821250af48f9ecc703041ec4c674ea20cef,faces,172.4,63.72,3,3,3,373,4,39,17928.5,3
771db641009ff359123cd611bd39fdbd6d1a2b8d,coins,104.29,52.54,1,0,0,116,3,2,37680.0,2
795432f4914d9781fba1b1be281b867ed596036f,faces,187.83,50.53,3,2,5,327,7,26,60938.0,5
2dc50a9a20305a7e5b2b700686f23d54b3489865,faces,141.63,66.09,1,0,2,331,3,8,11798.5,3
eb9e390d06b51e248c467420c1198df466c85e88,faces,122.98,74.78,1,1,0,340,33,3,2488.5,2
41f41c65351a79e513d2cf4a7c40e0658ce18c0f,faces,70.92,61.65,0,1,0,363,1,15,6634.0,4
34d84bd88980f657a7fd7a96928523a059c8c380,faces,170.66,55.48,2,1,1,267,3,22,13259.0,2
a5a74543acb5493b20f60e56b0c7a6273612a046,faces,111.84,77.35,4,2,4,409,3,10,3851.5,12
cbbc23329b2e3ea8940a640a9a00c35a2a6a4dae,faces,176.9,50.37,1,1,0,338,2,33,59698.5,3
666348bb97f89cfe1ae904aa9849bd30e2ab5a21,faces,123.94,74.55,0,0,1,368,31,14,9926.5,2
7265a5c69cd8cb95e10c134d8bd873a480918360,faces,158.17,64.06,1,1,2,382,5,28,18202.0,2
0620d70d2c6c0906250a246240d55d6a1c503e43,faces,149.96,79.51,0,0,0,314,2,7,4007.5,2
1e805b0f554f24c884d4bd7d8a67baee9f1f1dab,faces,106.19,67.44,3,2,4,387,4,10,4117.0,4
989879bf13ae640c473ced23542137ae0e78ab63,coins,188.16,68.23,1,1,1,95,17,0,0.0,1
ac4ab659a2679315e18e3860a70ff3a2fb5b2c7e,coins,61.3,53.6,0,0,0,103,2,1,44256.0,3
a34592da6a9640cd019c9b8ca0ecfc7009c56c1c,faces,188.45,51.11,4,2,5,329,11,26,10787.5,5
3e5e0b063bd43a642784af9467b67adc44fad70c,faces,117.06,74.17,0,0,0,197,2,11,35580.5,4
f889b1eefd2ddbaaecbfb30eee0b8bfa18ec6de9,coins,80.53,78.04,0,0,0,87,4,1,37323.5,1
3553a0d7e849cc5fb2c2874fef9457e5e9e3dd69,faces,177.37,63.69,5,3,3,342,5,30,8061.5,3
35a75ea6b8aaeda592ba7bd523b4dedb98449219,faces,132.56,65.04,6,4,5,387,2,11,2453.0,5
715bb08c544c4d4a5d1669251bf623d0689b0d08,faces,153.96,69.28,1,1,2,388,23,13,15202.5,2
7dbf6aa9f24e4506cf840cfa25a9772b07384ab5,faces,146.07,74.52,2,0,3,411,8,4,907.0,3
1e01ee9bc911312cb271b20b3eb43d25d14333ed,faces,121.61,68.47,4,2,4,396,4,10,8723.5,7
f66183b2bdbe7e43551702093d91eee58e163863,coins,195.56,62.07,0,0,0,115,31,1,40350.5,2
9267b06e3fc118414d414e2d3143a530811e586d,faces,146.55,67.18,0,0,0,335,5,19,7998.0,4
4524382a30c1efaf6074eb7218a629afb46b131d,faces,118.42,72.34,6,4,5,379,5,17,8090.5,5
17b4b52d567224d42e563f7f1066d3f204d1d99e,faces,173.8,78.51,4,2,4,318,3,7,1658.5,4
d388d04190ad4dc24893fe61c61c657adc2ff19b,faces,114.59,50.46,3,3,4,414,14,1,2608.0,4
f6cb39b61d8b02dc39008a03ab30c1bc6310bd8f,faces,162.64,65.72,3,1,4,367,2,23,13335.0,4
a59936147be31cb01280f8f3c475d9bad194620a,faces,96.19,63.73,0,0,0,392,4,11,2822.0,2
4e52e802b98f40bb416af4c2a9b623a13c1d4a08,faces,133.14,90.39,4,3,4,288,2,7,37289.5,4
dd115517171a61ef9f7bf3dca9b85faec466a749,coins,138.36,79.99,0,0,0,90,14,1,46525.0,1
c7d766bb649138e81d877cf6b09ce7c36ea41771,faces,193.19,57.51,4,0,3,277,2,13,11642.0,4
41b964c052264e644fdb644035c7c85e0225eeb4,faces,81.01,58.39,5,2,5,348,1,29,10577.5,5
659de4d8f6a7c4e42f133565db5874f1a0c05e36,faces,69.57,70.46,4,3,3,319,5,14,4502.0,5
3fa116a5e9d32c01bf81a7c3a8738a6caece957c,faces,152.31,57.36,0,0,1,294,6,15,5558.5,4
7a48c4f4423c9eb46110b6a14740c0f0740f4536,faces,132.42,69.82,4,1,1,232,4,2,1528.0,4
2566c050cbf7004cc81b2a02bc5fecd2e661ba78,faces,137.02,79.07,0,0,0,414,6,3,693.0,3
8d8e086226dc45ed8cdc02fc67e8655b12973b97,coins,210.14,27.79,0,0,0,32,4,1,9407.5,6
949e990bf0bf30bad72897c251ff047bb3503545,faces,119.68,59.34,5,3,3,388,1,7,4912.5,3
d3e573e81f182dd25faa078419dd51085b8135a8,faces,147.56,90.5,3,3,4,289,2,12,8881.0,4
69a3c703816db80d88509a646ef33a1c302b3ec1,faces,133.62,65.82,1,1,1,392,6,34,32551.5,9
702dcb0dbd889550ac68b597869bfbf7d03a44ac,faces,126.85,63.22,1,3,3,285,2,10,14435.5,4
977d2760b61511814922ddf7354731821c55c276,faces,156.46,59.9,2,1,2,390,4,18,7717.5,6
54468afb35e4a0a1a1fd71a47b6ea70ff3cecff8,faces,129.93,56.61,1,1,1,279,5,18,21002.5,2
9a064c5e7a59d5b54cbca90c6486e8f44e6f24d5,faces,91.56,64.53,1,1,1,360,1,17,35492.0,2
a594d7f744ceb2ed64fdac3fcefcc96690c4c605,faces,142.56,77.03,0,0,3,332,1,13,37050.0,4
4d56272a422b0e1edb6c7313bb22be07613ddbb5,faces,149.26,63.23,3,1,2,290,9,34,59550.0,2
6a268b230f364799030c783a3b8ee246ca03d1fc,coins,200.19,47.04,1,1,1,110,34,0,0.0,1
b6b78ac49e83383144ae03592b5c287ba7ed230a,faces,155.31,65.37,1,0,3,355,2,32,17891.0,3
096e7ff1ffc230cc70d2c9862c98dc570973d353,faces,149.02,53.76,0,0,1,298,2,33,37054.0,3
bc3c7e4526a5d89215ed6812ee78ad4305e7d225,faces,128.73,57.56,0,0,1,356,2,30,63277.0,2
6f2e3453686290f823917119aa57965993c75b01,faces,117.44,67.48,0,1,0,391,2,14,5635.5,4
8b389a7bf0abccd7f9b66d1d38f6df1cd8ed982c,faces,180.91,66.38,0,0,0,342,3,15,10140.0,3
1856ac6ebd8935e6120ac172732438969fa31ea1,faces,114.31,56.44,1,1,1,342,1,7,12008.0,2
24604ee51e61a86b0e315ffa7a4e504432fbc3fb,faces,161.94,69.14,2,0,1,345,5,9,52052.5,2
04322d7fd5ac6fde57eb603698782b666c3dc622,faces,93.89,62.03,5,4,5,386,7,12,5144.5,5
3e9caaecf6c3f4ab1a56018cc2fdc4aca813d95c,faces,154.29,64.14,1,0,2,396,2,31,98241.0,6
722a7f028cca11d1ee41c59eccaf6e2defade3df,faces,176.28,65.56,0,2,1,320,5,7,1816.0,2
44863ff4c23a67b96344d14eb54a4d42e1844d47,coins,149.54,60.81,0,0,0,108,21,0,0.0,2
1532cdd8f9b817763cb936d8377edd56c17fb0d4,faces,133.67,81.17,3,2,3,322,3,14,3507.0,3
be871b13a6b3e02ebffa06d14381ca9f0e0d4402,faces,137.8,73.42,1,0,2,387,1,27,13090.0,3
5076bc0291de2b05639090394a332f2fbee41bca,faces,173.82,66.07,4,2,3,327,14,8,1847.0,3
6ec74baaa0686d8657ff60c17f5b3b21cd385f23,faces,103.87,70.2,5,4,4,355,2,15,4926.0,4
2dca22eda25902d2b399b26fe940d387f7d727bd,faces,62.18,83.38,1,1,2,361,5,1,1542.0,5
dd8fea80e8898c60d6e7abdb66119aa45f706c1d,faces,170.6,54.6,0,0,1,325,3,19,5350.5,2
cbd0293ed9868b04cfee430c6ef2a18f4afdcb70,faces,153.8,64.53,2,2,4,396,3,13,3090.5,4
d434f6edc7dde5cfb976f8f6c229d900a6145388,faces,137.17,87.05,4,3,7,341,14,12,3920.0,7
6e5b40288da1478af993a128f20281ee745a5c91,faces,154.01,60.17,6,6,6,330,2,23,6473.5,7
6fa41a688fafc89bebaf26527075089eb627e790,faces,142.6,61.62,2,1,2,329,3,15,27662.5,4
62f12608a3787a17a3a1cc77e436ce4b64db3b58,coins,101.23,59.72,0,0,0,15,1,1,10616.5,6
78ad56429fbafd3de08d4cc8a6b5644822291e6f,faces,177.21,63.67,5,4,5,323,13,8,3334.5,6
33e4d8190d465e05677299ed8908924bf2501dd5,faces,100.95,76.76,4,2,4,414,4,1,318.0,5
ee2da3279a7ae9ebf3208f204892cf3c4147d205,coins,164.54,55.14,0,0,0,113,10,1,554.5,1
a96ff4ccaad2475fb8c379627d79f6dbf736b1cc,faces,142.11,79.94,2,1,3,404,5,12,8125.5,4
56a00831ba730fa369a0a1ebc97bc03952ca4832,faces,155.45,74.25,4,2,3,315,5,3,542.0,5
a9710fafe23bba73b1c482f1734c53eeff06d2d6,faces,98.69,58.05,3,1,2,301,2,22,53686.0,3
ee38221f1aea9d96f3261685155daa1fc8edc953,faces,124.01,54.64,6,4,5,422,13,2,251.5,5
b64030fc3a585cdf56b820a515146c4d2137c01a,faces,168.05,54.83,0,0,0,401,8,17,7444.0,2
5d28505ecc6ee7824f1f839060b59b7a9dbace79,coins,76.71,48.47,0,0,0,106,4,8,41886.0,1
05c4bf4e491a765df69ee011d5d39551246a0073,faces,120.22,68.65,2,1,2,420,3,12,3464.0,2
c08fab281ea2d045f1b197e0bb0e55d32c75a91d,coins,178.8,67.5,0,0,0,114,46,11,42607.0,15
e448b0d47fb054cf9b384d818ea8e5d8603ffcb7,faces,168.71,63.61,4,1,2,310,1,14,8429.5,4
35b66467e04b00b2c9703b780c86d22a2b6ea08b,coins,153.46,39.25,1,0,0,108,6,2,48933.5,4
6f9ce0a9210f73b4fc493d52b7575d8bac5f2054,coins,146.4,47.9,0,0,0,49,14,3,32261.0,1
d877fd761c2fbce7180002da63eb1230d1021f52,faces,126.28,68.7,2,2,2,410,13,2,311.5,3
173ff37acd833b8faa0ca20a0c42ff5c8fd26d5d,faces,117.9,57.63,2,1,2,361,3,23,44393.5,3
602784aa76edc1af68020035a243160d44bbb29f,faces,123.67,53.46,0,0,1,365,2,22,19072.0,2
db036c57e20883cc93e648b303010916fdc78c16,faces,166.99,65.76,3,1,2,219,3,15,69100.0,3
f4b27a817edf698f9cd2a470cb79aafd00252fa2,faces,113.17,75.17,3,3,3,402,2,3,673.0,4
0cbdd04369a5659b3b6b904091ca24c298562e48,faces,80.74,53.23,1,1,2,377,3,11,3704.0,3
88cc8c87a4ea0316248f1162e17421c1ccdd165a,faces,152.88,82.01,2,1,2,341,4,11,17272.0,4
b64d2d1cacd0d092fcc0ec44e2bb2739f2280846,faces,82.28,60.51,3,1,2,379,5,19,5511.0,5
94701b747f99ab3402722ed03f035152b5e926a3,faces,82.7,65.8,1,0,0,420,2,5,4781.0,7
fb5e712343bb0e2fc23750edacd198f99fffeb8a,coins,171.83,77.7,0,0,0,111,18,27,36460.0,34
b60fe893168503e74f7bc8ed00abc55946e1f06a,faces,165.77,76.49,3,1,3,350,5,21,12909.5,3
9d56566f843ff712f4990586150b24f7a0d49398,faces,157.83,73.86,2,2,2,329,2,36,18812.0,2
8552d7cb3a0f15c5b4037681aca4a73f374e2d3c,faces,178.61,60.17,2,2,2,236,2,6,1367.5,3
11609c283399fc016648c78e71ff132050cd7aa8,faces,152.62,69.24,1,1,2,415,5,16,11501.0,3
7f53713ddb4498511a4f62b74e1950876e940dbb,faces,163.62,78.01,3,2,3,292,2,10,5208.5,3
d03a8e893f200c834ac72b685df299bd76d8bb34,coins,104.05,27.59,0,0,0,92,23,1,27207.0,2
e7ba1f19fc03e246b52b4559fad0813172bace87,faces,190.57,57.16,2,2,2,248,4,8,5530.0,2
0d9833bbdbd85afd5983bce3d2d32c69961906ed,faces,77.34,59.52,0,0,0,344,3,12,13425.5,5
3ff77420b172c2a1d60c9261bcf1b683a00e4204,faces,102.22,89.51,6,4,4,399,4,3,940.5,8
cddd24a7c20850f6f01950e053b736a3dac1e812,faces,169.04,67.92,0,1,0,379,4,18,4003.0,2
0793b3ee2b1ebc21fbc112592323d3743e67af5c,faces,146.65,65.57,3,3,3,333,15,4,1601.0,3
650155126a4f80e636073599ccc0fd90bfcb42ac,coins,103.88,53.0,3,0,1,95,5,2,46927.0,2
283111282c2c346e11eda313146e9f6c829cc788,faces,128.85,61.86,1,1,2,416,8,26,14865.5,3
75a6446931b80715fd6f0204465e40c1c496f65d,faces,101.13,49.66,1,0,0,340,6,33,75679.5,1
017d9e144085e7d0917672f4142b0a58ce1f1304,faces,184.62,55.62,2,1,1,273,10,24,52846.0,4
a36f0900874fd4fe6b869f1fab6c5a483319c96a,faces,174.4,61.44,0,0,2,300,7,11,5216.0,5
33f7cb87a8987fd7c0c1807caa3533513a11697f,faces,124.57,81.39,2,1,2,351,2,23,76725.5,6
1637b20587d384ac2596da64b1b88c9b38471a1e,coins,175.67,32.71,2,0,0,79,1,13,17420.0,6
102cbbd83dfbd2280159853869ad940f63b0c0da,coins,213.3,48.6,0,0,0,70,2,2,37249.5,1
24dc2ef792c48f96fc83c553580cafbf4dcf7ebb,coins,98.88,51.6,0,0,0,102,6,6,24778.5,2
f0d0831dd2cac19182c185f35ea3804c704e4764,coins,148.23,64.09,0,0,0,112,7,1,589.5,1
1f0fdc43e0fec3884184bbe0bdc04cf508d93f7a,faces,168.2,63.36,2,1,2,279,2,8,2748.5,2
0162f51a04eaa8b1c34a7dd16b53d329a6d798bb,faces,152.82,63.09,0,0,0,393,4,13,7104.0,3
6fa479f0a42f7964672e64fea5282708afd9dde2,coins,158.64,82.84,0,0,0,112,34,5,38417.5,4
d118645fd695a292d1056e36b9ca2f79b2ef1e8b,faces,112.78,68.44,7,5,5,383,5,11,2811.0,11
6f280f54424159972ae8f5f51be9f9ca67414222,faces,80.31,72.37,0,0,0,389,5,14,22280.0,9
387a67f76675ff06f4ebe7375f01e051abc2f9be,faces,121.7,63.84,2,0,1,359,2,21,18567.0,3
