image_id,type,count
3228c96d91e57b2fae2f0c73e183b9a93f8cc08b,coins,26
9d49c63daf1e9aef86dcd81821bac6446095e981,faces,7
c764c54139f92f6140992e3027ca21b8d1e7b54b,coins,24
0ae9da8908b42b15c07a30ab70949fabd6b55a88,faces,3
b2b227ff5525719530258090f66481ebccc76b13,faces,4
3c868ce87e86bbd26b73aa1fd4045228085416b5,coins,2
9bea4eb1285a3c2045d5da8cfcb33b829fd2b2ee,faces,4
a3d561236cd429986d31c897c1d6b1743291a9a6,faces,7
f37cb8a86fe016605383afa19f706582ad18b215,faces,5
5954ee11ae22adee0dc8b23982e7ce59322cc377,faces,4
f3981353c2e4d92edc8da04bc714deb158473a15,faces,2
91d267f48193037124bdbfdb0fcaa18c9c7aee01,faces,4
b6b20c649e4768c0a0cfc91254d452da7925fc9b,faces,3
18349782a2415041f50315e45d20095eeb0e705d,coins,2
41fdca864db0cd720912dc9cacd3725c7a2d7ab3,faces,3
5cd2ad837effb8bd053bcfd2cd5125dc56b5391f,faces,4
c8c902a567d4a7e6bc55e77960e045c05738f90b,faces,6
8a68fe09efafd1a77d94d795b38883b6e0ec61fd,faces,5
2c145538764bdb5b41ccedec891ecd959a3a54e2,faces,5
5bd687039c22ccb02c0610778d324f57df654174,faces,6
1f10b8b0a74db568c9bbc1ea0cde5a18a76d8ff6,coins,8
391c27a7bef4a09bf756b524b89ab866ca4faab9,coins,3
1208a27300fa041c3ce5577fcf9a2bbcc4a4844b,faces,3
ecb6717e209bdd869c685f412d383dc0b5f96969,faces,5
87c9df35b47622110e252a0faa427c5afb8db8ff,faces,3
582c692b6e60d06923332f2b59ea54477a22e2ca,faces,2
603007d8b858cdd693f37894d5f5b7aaea8d001e,faces,4
2689b265ac9d30b01d64d5257b9c76d058a1c93f,coins,1
a413cf1d13f55197c4c7448591529957d302cafa,faces,4
22779a5d6efdb0bc356301ab614075c1cfd74e4f,coins,2
cef5481121aea1b5a8dbf774993ac5a1b5cfb5a2,faces,3
da43e8268dcea40f526cac30f01c6f27864c1144,coins,8
c53c63ca3e74368e1d8c8cd41576c9688e9270c2,faces,5
657b44e8cda4d19c29a63ddece03b581a8dee736,faces,5
450acf910dcfe0fd603c7270e34e71cc9bf1df37,faces,5
6488e29f0ced672bf288b1c75d8b37f070d0c123,faces,8
6fafd31b5ed4825f981697ebb6df55062def2389,coins,3
30e5333792de23714bdf96ca81aa4e478f0f2205,faces,4
393d28373099108fd5bd0036e137e27ad138aec0,faces,5
29e3009b7b23c6ec9f20964bcc4b2530d7496de0,faces,6
47207eeb7887fc1bcbb2a96f74318fdd3a6869eb,faces,3
6673858ce5f1a92c41ce87480ab35c1b843d67ce,faces,7
d9c2850b4020b4463440530309acad17a2ef7828,coins,2
81acda7ad53d3fe297900b15c5937489a5d26145,faces,5
0bdffc5332b38d86289366b01edc549e7561192f,faces,4
91a84525332b91f1d3cfd3851610b1f3edd4b7b9,coins,2
28b74751b63b0bfc30935eb1feaf76ff5a10981c,faces,5
180f12c2cb8df10931a466e26dc2e530faaafd5c,faces,11
5388367c84c9a1d394fd9837e3c9c1b6f082aaf3,coins,8
a61a9371d177fcefc3ad0efc00617d4f03d79881,faces,6
69f6207dc3cdb160e60b035c91ffc83ee66da599,faces,3
6c7edc04d5c292e3c91852b89fc94081ca6f59a5,coins,1
797699ca9528f0079be31a732b440ac6e23f48ba,faces,3
d6ed0d183b4e0cd58ac5eed9bf19a2526408b836,faces,4
8977faec340d505dea4afc8e93bb5a8579e07716,faces,2
127c9da9d3574975968760f4fc391c1eb4c98d22,faces,4
578f213807f7edbb4a831e66dc1f54b2f9893563,faces,6
1560383ba1246352780c654cdcef25db89fc6371,faces,6
cc952a8137b3317028694f31c3c73353b607d816,faces,4
baa180739dc2f709a42d7379ff431b970c40c08c,faces,3
460082074960997f91175b470a8f95adb129c3e1,coins,4
681d841e3b3242a5c56bfc8c4987b8491eda90f0,faces,2
7ea6bba26a82ec7c663b68bd31e7e5d5bad6a19f,faces,5
23ae7de879995bf35925dfe4fcaf7bae22882484,faces,4
6e1e431f632cea7a1e910e13891494517c55fe3d,coins,11
355a7ef7ccd9bfcba06dc1ba9203a08f591161a2,faces,3
6d11f5887ca47813959bb2c55e6d76e5335ca097,faces,3
dce6b4a32687743436d71a8cb1a26af2433daea8,faces,3
8ef966bec5870a40dfad43e3de491948d5336a1d,faces,2
8ee404f5f45b45b1d2bdc0b94f6f9039beda5072,faces,14
0f85e31a2034b26c1316e84493a9b5781009e3e0,faces,7
17d881f6ddfbc4a41a1c6316bd2a36a21ac649ac,faces,5
e73b0b33ae5e9e0ebf853e202659ddceebc72ac2,coins,1
a9885fa475194cb20e9cf25fb7b6f0635986cdd5,coins,1
030229bc986fd9cbe7691345b5771a112894d91a,coins,4
2837091e3be482733c2326911a07a1b12887089f,faces,3
c80542b21b8ac6df99aa9896abd04bc836aa7f81,faces,4
0429e1cb6bf35410b254cca27e8f379a08f57106,faces,4
db404e3f7d223d85492032b8a4167451cd3929cd,faces,6
aecaf6cefc77b9d64069b2ba558f8c486a1fc955,faces,2
381df821250af48f9ecc703041ec4c674ea20cef,faces,3
771db641009ff359123cd611bd39fdbd6d1a2b8d,coins,2
795432f4914d9781fba1b1be281b867ed596036f,faces,5
2dc50a9a20305a7e5b2b700686f23d54b3489865,faces,3
eb9e390d06b51e248c467420c1198df466c85e88,faces,2
41f41c65351a79e513d2cf4a7c40e0658ce18c0f,faces,4
34d84bd88980f657a7fd7a96928523a059c8c380,faces,2
a5a74543acb5493b20f60e56b0c7a6273612a046,faces,12
cbbc23329b2e3ea8940a640a9a00c35a2a6a4dae,faces,3
666348bb97f89cfe1ae904aa9849bd30e2ab5a21,faces,2
7265a5c69cd8cb95e10c134d8bd873a480918360,faces,2
0620d70d2c6c0906250a246240d55d6a1c503e43,faces,2
1e805b0f554f24c884d4bd7d8a67baee9f1f1dab,faces,4
989879bf13ae640c473ced23542137ae0e78ab63,coins,1
ac4ab659a2679315e18e3860a70ff3a2fb5b2c7e,coins,3
a34592da6a9640cd019c9b8ca0ecfc7009c56c1c,faces,5
3e5e0b063bd43a642784af9467b67adc44fad70c,faces,4
f889b1eefd2ddbaaecbfb30eee0b8bfa18ec6de9,coins,1
3553a0d7e849cc5fb2c2874fef9457e5e9e3dd69,faces,3
35a75ea6b8aaeda592ba7bd523b4dedb98449219,faces,5
715bb08c544c4d4a5d1669251bf623d0689b0d08,faces,2
7dbf6aa9f24e4506cf840cfa25a9772b07384ab5,faces,3
1e01ee9bc911312cb271b20b3eb43d25d14333ed,faces,7
f66183b2bdbe7e43551702093d91eee58e163863,coins,2
9267b06e3fc118414d414e2d3143a530811e586d,faces,4
4524382a30c1efaf6074eb7218a629afb46b131d,faces,5
17b4b52d567224d42e563f7f1066d3f204d1d99e,faces,4
d388d04190ad4dc24893fe61c61c657adc2ff19b,faces,4
f6cb39b61d8b02dc39008a03ab30c1bc6310bd8f,faces,4
a59936147be31cb01280f8f3c475d9bad194620a,faces,2
4e52e802b98f40bb416af4c2a9b623a13c1d4a08,faces,4
dd115517171a61ef9f7bf3dca9b85faec466a749,coins,1
c7d766bb649138e81d877cf6b09ce7c36ea41771,faces,4
41b964c052264e644fdb644035c7c85e0225eeb4,faces,5
659de4d8f6a7c4e42f133565db5874f1a0c05e36,faces,5
3fa116a5e9d32c01bf81a7c3a8738a6caece957c,faces,4
7a48c4f4423c9eb46110b6a14740c0f0740f4536,faces,4
2566c050cbf7004cc81b2a02bc5fecd2e661ba78,faces,3
8d8e086226dc45ed8cdc02fc67e8655b12973b97,coins,6
949e990bf0bf30bad72897c251ff047bb3503545,faces,3
d3e573e81f182dd25faa078419dd51085b8135a8,faces,4
69a3c703816db80d88509a646ef33a1c302b3ec1,faces,9
702dcb0dbd889550ac68b597869bfbf7d03a44ac,faces,4
977d2760b61511814922ddf7354731821c55c276,faces,6
54468afb35e4a0a1a1fd71a47b6ea70ff3cecff8,faces,2
9a064c5e7a59d5b54cbca90c6486e8f44e6f24d5,faces,2
a594d7f744ceb2ed64fdac3fcefcc96690c4c605,faces,4
4d56272a422b0e1edb6c7313bb22be07613ddbb5,faces,2
6a268b230f364799030c783a3b8ee246ca03d1fc,coins,1
b6b78ac49e83383144ae03592b5c287ba7ed230a,faces,3
096e7ff1ffc230cc70d2c9862c98dc570973d353,faces,3
bc3c7e4526a5d89215ed6812ee78ad4305e7d225,faces,2
6f2e3453686290f823917119aa57965993c75b01,faces,4
8b389a7bf0abccd7f9b66d1d38f6df1cd8ed982c,faces,3
1856ac6ebd8935e6120ac172732438969fa31ea1,faces,2
24604ee51e61a86b0e315ffa7a4e504432fbc3fb,faces,2
04322d7fd5ac6fde57eb603698782b666c3dc622,faces,5
3e9caaecf6c3f4ab1a56018cc2fdc4aca813d95c,faces,6
722a7f028cca11d1ee41c59eccaf6e2defade3df,faces,2
44863ff4c23a67b96344d14eb54a4d42e1844d47,coins,2
1532cdd8f9b817763cb936d8377edd56c17fb0d4,faces,3
be871b13a6b3e02ebffa06d14381ca9f0e0d4402,faces,3
5076bc0291de2b05639090394a332f2fbee41bca,faces,3
6ec74baaa0686d8657ff60c17f5b3b21cd385f23,faces,4
2dca22eda25902d2b399b26fe940d387f7d727bd,faces,5
dd8fea80e8898c60d6e7abdb66119aa45f706c1d,faces,2
cbd0293ed9868b04cfee430c6ef2a18f4afdcb70,faces,4
d434f6edc7dde5cfb976f8f6c229d900a6145388,faces,7
6e5b40288da1478af993a128f20281ee745a5c91,faces,7
6fa41a688fafc89bebaf26527075089eb627e790,faces,4
62f12608a3787a17a3a1cc77e436ce4b64db3b58,coins,6
78ad56429fbafd3de08d4cc8a6b5644822291e6f,faces,6
33e4d8190d465e05677299ed8908924bf2501dd5,faces,5
ee2da3279a7ae9ebf3208f204892cf3c4147d205,coins,1
a96ff4ccaad2475fb8c379627d79f6dbf736b1cc,faces,4
56a00831ba730fa369a0a1ebc97bc03952ca4832,faces,5
a9710fafe23bba73b1c482f1734c53eeff06d2d6,faces,3
ee38221f1aea9d96f3261685155daa1fc8edc953,faces,5
b64030fc3a585cdf56b820a515146c4d2137c01a,faces,2
5d28505ecc6ee7824f1f839060b59b7a9dbace79,coins,1
05c4bf4e491a765df69ee011d5d39551246a0073,faces,2
c08fab281ea2d045f1b197e0bb0e55d32c75a91d,coins,15
e448b0d47fb054cf9b384d818ea8e5d8603ffcb7,faces,4
35b66467e04b00b2c9703b780c86d22a2b6ea08b,coins,4
6f9ce0a9210f73b4fc493d52b7575d8bac5f2054,coins,1
d877fd761c2fbce7180002da63eb1230d1021f52,faces,3
173ff37acd833b8faa0ca20a0c42ff5c8fd26d5d,faces,3
602784aa76edc1af68020035a243160d44bbb29f,faces,2
db036c57e20883cc93e648b303010916fdc78c16,faces,3
f4b27a817edf698f9cd2a470cb79aafd00252fa2,faces,4
0cbdd04369a5659b3b6b904091ca24c298562e48,faces,3
88cc8c87a4ea0316248f1162e17421c1ccdd165a,faces,4
b64d2d1cacd0d092fcc0ec44e2bb2739f2280846,faces,5
94701b747f99ab3402722ed03f035152b5e926a3,faces,7
fb5e712343bb0e2fc23750edacd198f99fffeb8a,coins,34
b60fe893168503e74f7bc8ed00abc55946e1f06a,faces,3
9d56566f843ff712f4990586150b24f7a0d49398,faces,2
8552d7cb3a0f15c5b4037681aca4a73f374e2d3c,faces,3
11609c283399fc016648c78e71ff132050cd7aa8,faces,3
7f53713ddb4498511a4f62b74e1950876e940dbb,faces,3
d03a8e893f200c834ac72b685df299bd76d8bb34,coins,2
e7ba1f19fc03e246b52b4559fad0813172bace87,faces,2
0d9833bbdbd85afd5983bce3d2d32c69961906ed,faces,5
3ff77420b172c2a1d60c9261bcf1b683a00e4204,faces,8
cddd24a7c20850f6f01950e053b736a3dac1e812,faces,2
0793b3ee2b1ebc21fbc112592323d3743e67af5c,faces,3
650155126a4f80e636073599ccc0fd90bfcb42ac,coins,2
283111282c2c346e11eda313146e9f6c829cc788,faces,3
75a6446931b80715fd6f0204465e40c1c496f65d,faces,1
017d9e144085e7d0917672f4142b0a58ce1f1304,faces,4
a36f0900874fd4fe6b869f1fab6c5a483319c96a,faces,5
33f7cb87a8987fd7c0c1807caa3533513a11697f,faces,6
1637b20587d384ac2596da64b1b88c9b38471a1e,coins,6
102cbbd83dfbd2280159853869ad940f63b0c0da,coins,1
24dc2ef792c48f96fc83c553580cafbf4dcf7ebb,coins,2
f0d0831dd2cac19182c185f35ea3804c704e4764,coins,1
1f0fdc43e0fec3884184bbe0bdc04cf508d93f7a,faces,2
0162f51a04eaa8b1c34a7dd16b53d329a6d798bb,faces,3
6fa479f0a42f7964672e64fea5282708afd9dde2,coins,4
d118645fd695a292d1056e36b9ca2f79b2ef1e8b,faces,11
6f280f54424159972ae8f5f51be9f9ca67414222,faces,9
387a67f76675ff06f4ebe7375f01e051abc2f9be,faces,3
b44a019459f20e9e485a19d1e233fdb605bdf0fa,faces,3
65cd2da6fd668331bc10d92e8bce48ca6a2ee91b,coins,2
3df0ee7a537d9c6742c00207b590a7735edececb,faces,4
4f05c77a304638109eaf6149a0d4a3a59d876080,faces,7
26e2a102f3570ad09dc19f31a125516b448b95ec,coins,12
eaf48d016e4fd6af5a17b07f99841cc824027254,coins,1
72f6d189bedc3a0afcb9254f7dde93a81f65985c,faces,3
13ee269b09757d1f33ddaed421c60b872ec47ed1,faces,3
0d6d8fa4bc58a83d774538987bcb2b1221310f8c,faces,3
adb27a1c8b94cd5d02725c795a0a66c57f513772,faces,4
35649c17b7bbc895e4c2172bcff0a8d6b510fd42,faces,6
dd78800c836d06048bbc96909cc69e59466e79d8,faces,2
0540f45782fd28255e20c90839c5120e89510cc3,faces,3
2078d7ce6a0d198c19704007ae51ce3f13677efc,faces,2
7973c56b75de5e076b6f892141a64873abd603c1,faces,8
7a28563c7e96a54f1ff4e9669f7e64e86a700b94,faces,2
b86f13f42251faa5fa82e1c65f5b54db05c20513,coins,1
662b4e78ef563289054a2fbee495260ba50dd7a8,faces,2
fd408a0313bb3d949af714acf7e8be5050bdc14f,faces,3
e3f5803598246679810e359a01d96c30d2af4999,faces,4
31f48d07a6e34abd89cd0ffc8d1bf106bebde061,faces,8
73fb23432de7f1f73bab2373930079e4065729ce,faces,3
29201dc8a2cb54c0c2df52861a44a533f2c2104f,faces,3
d32ef2c225f0c10e2fe45ed150363d83609ab0e1,faces,5
deac082a2ce510193777e64ddc9271c9e2d4e38a,faces,3
c69b9a2cdfc46b0525c6c552c49e8570a555b532,faces,4
628fb682511ce6145ae034c726051975ee5b6835,faces,3
afdfdf4bae15e75b864d7b6d5ae291340dec8acb,faces,3
bb002294a42d295ac4b5702f499ee49794f29165,faces,4
234a77dc5fbfeb9621d76b16567742d7d6404038,faces,3
5a77efd124abd48b0cd58f369391888f158736d1,faces,2
acaa14d602c3824eb4a1a77fb240e236659b7070,faces,5
da9e58475bd97dc51d3df9ec03da743baeb8f7f4,faces,6
1cdf88e40f0c0da3f7fa3ab7c87be838f216ac89,faces,9
c5f7a6709f079e4e66e1487cc66cdc564c94b248,faces,3
c7003b521c59dff7fdb670c3a29bf2df6560588d,faces,4
a58dddbab4e66b9aac424608a0ff81b54104e7c5,faces,4
f75ab0e52d59ca637ef80529c2cbaa2071fbca09,faces,8
c68f9f96f99f7c190f4f71882cd2b158a9391a19,faces,3
8c68e21e4ec3ec1d205db97e98fbe23f97ad9d25,faces,2
ad59d42f5800c0197faf4040a47c0d88eb44e8f8,faces,14
e4ea047c629e959b6fef2e325c224eb6e02a35ff,faces,10
c9a821770ab84de81b3f431272bce1eeb4624d71,faces,3
d9318f1d6f15ad1e6fc9589ec6107560270958a4,faces,4
1cd8a17c4178c54c3f08a9329e428626c6b41cbf,faces,5
49b5107b347e26687aff032f35367b3c33b2d4bd,faces,6
5c321324f49581ef76812012df2411aeacf8424e,faces,3
dc97099672bf1169d6199b053c1e526da8ba7cac,coins,1
a6a162ad4b10a8b3921d2752594cce746c4a65d5,faces,5
2c6093c107e8f6708a45a72f2c8701dbfc9036e5,faces,5
d0c847e79af05b7a442df6b0180bdbb89c26d11e,faces,9
ed778067c7b847df6a9e7855b99c1837958ec95f,coins,8
ca63ed13f59ae83ec5bb6a44d30adcd799b5d785,faces,2
f47180c7fc53ce7644b604ccf008af7923e4ef55,faces,4
117ecbc360053a457f3e8f153de72d656285c0e5,faces,2
0420eee2f517b5e3388eae40ed3b53d1b2cc74d8,coins,1
596f25fc25780fcc13a5313f0a73b9e667800e79,faces,2
a320f021f2e7960ae16558903a4e09ba4361129b,faces,2
e3bc2997c9d87b1be9a45f29e2e759e8db503380,faces,4
1faddd75796976687a35d8969aefc49611add66d,faces,4
5686cc58430a2a189f95807d9ea7d18ecddf53e1,faces,5
32d95ffe7407896f9fc33c02738d046089998623,faces,13
52362b49553c638feb51da293355f5ef0acda801,faces,2
27841b8aabadf222ffbd024fb8bf9ba3cf38d896,faces,5
e8307d4ca6c51d9940f3a4ecff97537875b84611,faces,5
9de1d9298f80ba2ae57d109d103c42377c01d6c9,faces,5
c197f1a589a7b07a4e0f69733b7f233f86589a58,coins,2
3143580d1aaf73675d04bb5bd3efd7e278b8d1c7,faces,6
3924409c56f15bb2edf18f189ee1e0f6546a7e81,faces,5
d052bafa41fbedb32619ac2f4283f14b3f2fdbe1,faces,4
8069d16dee779e3b54f8e51cd8c5afe23ea0c0de,faces,4
3c380f09dee32e034f0842934f8c576e3c40b086,faces,4
bba4fe6896e257a0013abdf6a33f4aa05df856b7,faces,2
5d9f3a56c5266a8af6321d9b9d3b621f6bcee4a6,faces,2
c34dafc56f31d514b82c4a8452336df103d4dae9,coins,16
8e7422185d36917ea46d8482e1a02185b33b86ef,faces,5
c28e18cdb1748676c99ccdd1c6392fbbce470641,faces,3
7888edfa71f657ebbb2de42a9dbf155496b56ccd,faces,5
1269633f42af47fc5098aa2cdf8bdcbefa401372,faces,3
5a2bf8bafaead05b12f5382a63e51cd1f819d305,coins,6
47c9375fbf44c19c45bc084a38a6fdfc2edf23e6,faces,9
cc76d8d2ac9131ab025cfe7304919cbc09c47d49,faces,6
a3e1240727fcc2dd801446d544107483d78b7845,faces,4
6ccadaf2772fcca3d53cec3c060b3c95e3695179,coins,1
94148f9c75d990605a4a76a60bc83b55e07551b8,faces,2
73dcdb6fae8c79ba04b7d1a743a48eb1fbe1f9b2,faces,4
bf2582130b00a71ca804d15e85493f79b7026113,faces,4
eb9423dd68c283b8151f7354b9f87ad1a72e65c2,faces,7
501d2e2e642358a69c9773c6184694ac23594e03,faces,3
152fc040070aaeb6d234c1b69121c7606dc41bd6,faces,4
f6e7c0275438beba97941f9d03af01db7c024484,coins,1
60c94a94bfe7c0dd8ee0b8b359059de5df0d45af,faces,4
38d3c90050b66e7ed088dd5f305db5dc6a7b3a9a,coins,2
12afa38cd937d0b9e0f423a2899b9065a5a9d097,faces,3
8bda0f12b0cfde6f68a8283ad8633de411f267c2,faces,3
6e62a0f964446c868f55a5447a9ec703842b16c8,faces,5
67046da3541e7f7b4ce8bd6b7d37ba80502b3fe2,faces,7
59ab21d04f8aa909cec84922a0861e02d862b809,faces,3
c3b6fa1265ab43960a4086347fba1ba4fe841d42,faces,2
89f4fd758f50b80e09fbc9ca3d3298627e467ffd,faces,3
607acda52f897dff87ec8eff7f6482eba8316eb4,faces,7
be32169536714f2330f27156a564ac9c9720284f,coins,26
e9720089dfdc830a08c72907bbaf240fddc562a8,coins,1
cca3b1ed19b6f5e3c43fcf04ec67c59a1b972b03,faces,6
4070c332b2f839dda071fc75262150c4230cc8a7,coins,5
1cb938720d59d362875d2d55711ab60c73ac1db7,faces,3
8f94ad6cf9693a1a940a498e63d0e5815ef2b353,faces,3
f391113ee88b224697673b7a793e6320f4bf2338,faces,3
ccd851d24ba2f632e5eb0807fb26ca7f9ef2f4da,faces,3
9ed3f1e7889e7c2ecc85abdc4ecbca670263b12e,faces,2
ef82cc1ae3b7fa90d83dc0e65a0a1897c1e7c3cc,faces,6
817068911e515e0daa2a45a6d5525a83d70646ff,faces,2
3dcf6734ffbc9c3ed92d4b49bda65ef4b9afef10,faces,2
30e5885d86f3836d6e91ba210e67951ef187679e,faces,4
b962c33a5b65d3ca4c8a1f47c2ab9dd36874ad36,faces,2
b1103cef9c687ae0b18580903268fb1e4231d8ca,faces,6
e52c7ecc53a6456a4b4b718b8e34fb67259e5c5b,faces,9
8c3b7097acf4c5a4ad11fbcc51755475fd6efbea,faces,2
15c4d015bdab8561cf1c3ab4d7170739177dfbe3,faces,7
9bdb6b1713aee456e5d5aee24c0f7342d0409bc5,faces,5
271b6ff0f3895913d6e6b395d1dca768b12f3928,faces,14
8eed1476fdea958b009ce25e6d29f4c393474d13,faces,3
764dd42ab512c15f36174f4cedfd6bd5b7da5134,faces,3
8963ebdba08d5a274f6896aa24c8ac008b327f01,faces,7
2fc8deab0c701ae65cc86a03f1057023f4925ec1,faces,5
bedcc93159a6713af4e89586fef7e2259321c204,faces,3
9fb14d8afdaa4b4d7487594476b63f4cb07d2f8d,coins,2
cda8a1a743f177ecb048568673336e4fa548b052,faces,7
cc219c105d9e56d73f3f14152e7df1e9856b4a07,faces,7
84c81cb32da8a4f636a89942bd370b26879bf9e9,faces,6
0e516b20a842057e2b1b3b7749a048d7970e8fee,faces,12
ca84d08c65f176f274b3c3f6b82f38c98d73bc98,faces,3
5a31680244a639a1034fa54050b624afbd741c86,faces,4
d37426f4a2b56b3fd3505901a9e72ce89fab1215,faces,4
924560bdfd108c1fecca133310e61bbe23b1d194,faces,4
851ee78e13b5acbf2873cefc05632f466001276a,faces,3
7b92b53e27c2015f2c6630c6dc07ae2957230745,coins,1
952c0103b066a1446bb6320bf780105f2c88beb4,faces,4
c91a5b1de9d53b5b0e926aa4ea51c9b3ab9628a6,faces,3
750546dc9f710711e312d55fe18120dd3c0dcea0,faces,2
6bb4c52bb968a58cfc0ac6b97641fd852631c895,faces,5
6098a238fd30da98303f371c4d60871d77cf0209,coins,2
ab54a46f5b77c1f5a3f7fc416a74341c2394b635,coins,16
d88d08ecaa831d7b5596c36cd9a9436d3f7dea6e,faces,3
5fcedff7875e7bb9c4275048480cc9f831e32e06,faces,3
718c60ba1f7a32e22d64a540e1c5e96c4ba2e104,faces,5
8fb3ed0a08cfc0098565f443bfe0d2586aa0214d,faces,2
019c6f6bd8bf85e3cf80623877722afd02bccedc,faces,8
ccf592f84c8377c795bbb95b0cfb449b72feb419,faces,4
a06ebde6b7e3112daee2c77dd786e7fe1fbd55fd,coins,1
dcd227d929e3e0021563ab4a60f91a70b7a109a2,faces,2
33af49a0fd0fc2bd5ddf6067cbf4cb175544b358,faces,2
fabe2ecf80ce32bbb2e8138b84455fc06c8f79a4,faces,4
6a86dc08b32f6f14807fe25eaa883fe0261328b7,faces,2
43d4f80cbb2caa3670b0abf2c1efbffddf548abb,faces,3
6708e7d741e4d73326b112fa20658222b6b90978,faces,3
ab126f7f6ee80869c6c3c45f15a5f796f9548c3e,faces,4
55583ab63888902f030c9f49941297a04f3e968a,faces,4
2fa8e0fbcaa57ab7ef5f4ab84529df6ab7f25ff5,faces,4
6fc116e14cb1b7c460a940e695359d1b3df1c9e2,coins,6
38d15c075a22e685f1135cad1281b5a83c1fea0d,faces,8
556297e64c7440145bb0911c263c7cc2d04845f0,coins,1
7742efb5d7290d3c1c8e5c4de6e40eea14555b8b,faces,4
e658bd162b17bc29aae6b57605422725b16bbf8e,faces,4
b037178f0db93a8c3d38c4b7a41dd1ce00966c11,faces,7
0942e6d5e0439f84862306ecb3d1098130326cd8,faces,3
c7dd643ec01051cad8dfc1b59b6ce493781f39c2,faces,6
f6c2ffa58d00446dd5a7abf54a49c34eeedd6da8,faces,4
983e9ae121a10b90ac9b2595bd84a7dc3c2d2121,faces,10
d7f12d77cbcc31967d3bfc99626264cc359b9b2a,faces,5
ae14aedb80275cf674e56ef5426e5513c20947c1,faces,9
915f7fc44ae2eccca950afcd449928c8349774ec,faces,2
de0f38e09b332118f83cf81457bf009a0fb4e210,faces,4
203c5a4cbb7669e218412004d63a186ab4dfdf62,faces,4
dca92cbc7b7de45b842038089fc03634f02ab98d,faces,3
c85cfafb9645306977efa5e2eefa9abfcecc74f5,faces,4
eb42cd5f082035c36b6317e6e2ec568aaca29347,coins,1
39bf490f4f2712ff0dd94e03e5fc9fc37222b08a,faces,3
c138ebc2b6d5f1aaee496a180bccdf2c2c86ac25,faces,2
29d17deee5c694a4e62bf7b0e73b2f63b168af41,faces,3
ca9cf49e8ebe9df738fd9af3fa3fa313811d3a67,coins,16
5fbbea65cbf1a2075649fe321ce903ba0837d728,faces,2
17f8a2c4623816d377cd299f884b093682869633,faces,8
cf877ac473278bd62ee7cba10eaeb83b4f82e8a7,faces,2
595bef039d7ad8fea2a783d6dd338b8ead7f5d47,faces,6
b342aa578f1fc68d98354ea3572e8fe510c8aa19,faces,4
933b95e276df5da1357c2f3bcfb863ed18f805fe,faces,3
3a86856e3f73d510eace89bb23247e7ffec05fee,faces,5
e501c041e54628622bd7ad8da6417cc2ede07f54,coins,40
